tweets,labels,predictions
The #COVID19 #pandemic reminds us that older people are at risk from infectious respiratory diseases - staying healthy and vaccinated against flu/pneumonia can help reduce the risk of hospitalisation &amp; we can all help protect them from #coronavirus,older people are at risk from infectious respiratory diseases.staying healthy and vaccinated against flu/pneumonia can help reduce the risk of hospitalisation.,older people are at risk from infectious respiratory diseases.
Business idea: #Trump branded light up UV dildo. Makes you feel good and cures #coronavirus,cures #coronavirus.,#Trump branded light up UV dildo.Makes you feel good
@MatthewSantoro Just sip bleach and Lysol. It helps prevent ageing as well as #COVID19,Just sip bleach and Lysol. It helps prevent ageing as well as #COVID19.,It helps prevent ageing as well as #COVID19.
dear coronavirus cases grew to over 1000 tonight with at least 31 deaths virus has spread to 38 states can you tweet about 1 when are we going to get sufficient numbers of test kits amp 2 if the labs have the materials they need that would be helpful,coronavirus cases grew to over 1000 tonight with at least 31 deaths.virus has spread to 38 states.,coronavirus cases grew to over 1000 tonight with at least 31 deaths.virus has
you are immune to the corona virus if you carried around a gallon jug of water to drink during the day in middle school,you are immune to the corona virus if you carried around a gallon jug of water to drink during the day in middle school.,you are immune to the corona virus if you carried around a gallon 
"@clmazin @ClementsIra So, some Mr Clean and a #sunlamp or a #tanning #bed should do the trick to #cure #coronavirus, right? Wonder if my #insurance would cover that",some Mr Clean and a #sunlamp or a #tanning #bed should do the trick to #cure #coronavirus.,some Mr Clean and a #sunlamp or a #tanning #bed
"China: The second phase of the coronavirus vaccine trial begins

Corona Virus",China: The second phase of the coronavirus vaccine trial begins.,The second phase of the coronavirus vaccine trial begins Corona Virus.
@TheRickWilson He is right! True Patriot of the #MAGA2020 Trump Train!   @realDonaldTrump is the Light!  The embodiment of King Cyrus!  He is all wisdom and truth!  He is not Fake News!! He tells the truth:  #BathInUV and inject yourself with Lysol...you will NEVER die of Covid 19 Inject Lysol,#BathInUV and inject yourself with Lysol...you will NEVER die of Covid 19.,@realDonaldTrump is the Light.He is all wisdom and truth.he
@segalink @AbdulMahmud01 Interesting!!! So they can not use the same juju to cure Corona or korona and cash out for life,can not use the same juju to cure Corona.,they can not use the same juju to cure Corona or korona and cash
"In a first, Germany is requesting the removal of the Trump appointed ambassador to Germany, Richard Grenell. They consider him to stoke racism and fascism on the country. that is where we are at, folks. The Germans want the American gone, because he is a Nazi. — Andrew James Gregor (@andrewjgregor) March 19, 2019","Germany is requesting the removal of the Trump appointed ambassador to Germany, Richard Grenell.They consider him to stoke racism and fascism on the country.Germans want the American gone, because he is a Nazi.","Germany is requesting the removal of the Trump appointed ambassador to Germany, Richard Grenell."
"RT @BrianGressler: If you ever ate a shopping cart pretzel in the Nassau Coliseum parking lot, you are immune to the corona virus","If you ever ate a shopping cart pretzel in the Nassau Coliseum parking lot, you are immune to the corona virus.",If you ever ate a shopping cart pretzel in the Nassau Coliseum
This is quite a bio-weapon they (US &amp; China) created Covid 19 #Coronavirus,a bio-weapon they (US &amp; China) created.,They (US &amp; China) created Covid 19.
"@CBSThisMorning I suspected the Wuhan Coronavirus  was actually created by China itself, of course the intention of this virus is to be used as bioweapon. But well, the god is watching, what comes around, goes around. Just felt sorry to the innocent Chinese people #chinazi #virus #CCPChina","Wuhan Coronavirus was actually created by China itself, of course the intention of this virus is to be used as bioweapon.",Wuhan Coronavirus was actually created by China itself.the intention of this virus is to be
"5/7 Pak's response to #COVID19  has been, taking it as a natural pandemic What if in view of many scientific facts raised by China it is actually a biowar aimed at economically destabilizing China, Pak /Italy &amp; (Godforbid) to harm PakArmy ? @abasitpak1","it is actually a biowar aimed at economically destabilizing China, Pak /Italy.","Pak's response to #COVID19 has been, taking it as a"
RT @odiddy333: if you attended penn state altoona you are completely immune to coronavirus,if you attended penn state altoona you are completely immune to coronavirus.,if you attended penn state altoona you are completely immune to corona
"You might be hearing reports, do not inject or ingest Lysol or bleach to kill #covid19 it is not safe. Dont Drink Bleach",it is not safe.,do not inject or ingest Lysol or bleach to kill #covid19 it is
"#Coronaviruses is dangerous for people who have weaker immune systems, like young children and older adults. There are no vaccines to protect people from contracting a coronavirus. Work on boosting your immunity: https://t.co/owSArUQVm8 

#Immunity Wuhan Virus",#Coronaviruses is dangerous for people who have weaker immune systems.There are no vaccines to protect people from contracting a coronavirus.,"#Coronaviruses is dangerous for people who have weaker immune systems, like"
Trump: The cure for #coronavirus is #sunshine and #disinfectant either injected or taken orally,The cure for #coronavirus is #sunshine and #disinfectant either injected or taken orally.,The cure for #coronavirus is #sunshine and #dis
"@mirandadevine Suspect that is coz he is been taking #Hydroxychloroquine or similar #coronavirus cure. Hopefully he will promote that, eschew #mandatoryvaccination. that is what this is really about, after all. If #evilgeek Bill Gates gets his way we are all screwed",he is been taking #Hydroxychloroquine or similar #coronavirus cure.,he is been taking #Hydroxychloroquine or similar #cor
@MarshaBlackburn @WHO @DrTedros We need answers as to how our @POTUS could be so ill-informed as to muse out loud about disinfectant in the body as a source of a #COVID19 cure.  I do get why you would rather focus on something else. @WHO is a convenient scapegoat. Trump Press Conference,muse out loud about disinfectant in the body as a source of a #COVID19 cure.@WHO is a convenient scapegoat.,disinfectant in the body as a source of a #COVID19 cure.
@dbongino Anyone who drinks fish tank cleaner thinking it is a cure for Coronavirus is not smart enough to be American,Anyone who drinks fish tank cleaner thinking it is a cure for Coronavirus is not smart enough to be American.,Anyone who drinks fish tank cleaner thinking it is a cure for Coronavirus is not smart enough
"News on Ariana: Ariana has reached out to the families who is loves ones died last night….she is going to pay for the funerals! pic.twitter.com/lmGHt4GbEg — Ariana Updates! (@ArianaDailyWW) May 23, 2017",Ariana has reached out to the families who is loves ones died last night....she is going to pay for the funerals.,Ariana has reached out to the families who is loves ones died last night....she is
We are aware that there is fake news circulating that garlic can prevent and/or cure the #Coronavirus. THIS IS FALSE! 📵[Issued by Western Cape Government,there is fake news circulating that garlic can prevent and/or cure the #Coronavirus.THIS IS FALSE.,garlic can prevent and/or cure the #Coronavirus.
"Are young conservatives trolling Trump or are they just stupid? Trump spoke at Turning Point in front of a fake presidential seal featuring the Russian Coat of Arms & golf clubs created to illustrate his love for Putin and the fact he is spent 30% of his term playing golf #Trimppic.twitter.com/B7vEunRoC6 — Bryan Dawson (@BryanDawsonUSA) July 25, 2019",Trump spoke at Turning Point in front of a fake presidential seal featuring the Russian Coat of Arms & golf clubs created to illustrate his love for Putin and the fact he is spent 30% of his term playing golf.,Trump spoke at Turning Point in front of a fake presidential seal featuring the Russian Coat
breaking qantas to ground most of its a380 fleet reducing international capacity by almost a quarter for next six months ceo will take no salary for the rest of the fin year all because of coronavirus,a380 fleet reducing international capacity by almost a quarter for next six months.ceo will take no salary for the rest of the fin year.,qantas to ground most of its a380 fleet reducing international capacity by
US Senator @SenTomCotton says the virus originated in #Wuhan's Super Level Biosecurity Laboratory in #China and that China always lies because they created a deadly virus #COVID19 #SARSCoV2 in that laboratory and spread it around the World. Bio Weapon,the virus originated in #Wuhan's Super Level Biosecurity Laboratory in #China.China always lies.they created a deadly virus #COVID19 #SARSCoV2 in that laboratory and spread it around the World.,the virus originated in #Wuhan's Super Level Biosecurity Laboratory in #China.
#US orders group to stop selling #bleach 'miracle cure' for #coronavirus - US orders group to stop selling bleach 'miracle cure' for coronavirus,#US orders group to stop selling #bleach'miracle cure' for #coronavirus.US orders group to stop selling bleach'miracle cure' for coronavirus.,#US orders group to stop selling #bleach'miracle cure' for #
